Ticker,Live_Price,Action_Rank,Action_Status,Long_Term_Status,Entry_Timing_Status,Classification_Reason,Market_State,Regular_Market_Price,PreMarket_Price,PostMarket_Price,Extended_Hours_Change_Pct,Close,Score,Trend_Score,Relative_Strength_Score,Breakout_Score,Accumulation_Score,Volatility_Score,Weekly_Stage_Score,Weekly_Stage,Weekly_Close,Weekly_SMA_30,Weekly_SMA_30_Slope_Pct_10W,EMA_20,EMA_50,EMA_150,EMA_200,EMA_200_Slope_Pct_50D,Return_63D_Pct,Return_126D_Pct,Return_252D_Pct,Benchmark_Return_126D_Pct,RS_126D_Excess_Pct,RS_Ratio,RS_SMA_50,RS_SMA_200,RS_Slope_Pct_50D,Return_5D_Pct,Return_10D_Pct,High_20D,High_55D,High_100D,High_252D,Distance_From_20D_High_Pct,Distance_From_52W_High_Pct,Lower_High_Day,Lower_Low_Day,Close_Below_EMA20,ATR_14,ATR_Pct,Volume,Volume_Avg_50,Accumulation_Days_50,Distribution_Days_50,Net_Accumulation_50,Latest_Distribution_Day,Daily_Change_Pct,Last_3H_Return_Pct,Bearish_1H_Candles_Last3,Last_1H_Bearish
ATEN,36.59,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,36.59,,,,36.59000015,100,30,25,20,15,10,15,Stage 2,34.97999954,23.30166645,21.47039927,32.84392168,30.02460019,24.89657319,23.57186432,22.27991964,63.78692884,103.2777786,91.97272391,7.055537766,96.22224086,0.049506824,0.040556908,0.031235605,30.98399871,8.350606031,15.20780821,36.63000107,36.63000107,36.63000107,36.63000107,-0.109202605,0.109202605,FALSE,FALSE,FALSE,1.455000196,3.97649683,604529,1156850.58,13,5,8,FALSE,4.602631879,1.273177611,0,FALSE
EXTR,32.23,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,32.23,,,,32.22999954,100,30,25,20,15,7,15,Stage 2,31.73999977,19.18366674,14.50428834,30.01536771,26.30909006,21.25803817,20.3313746,23.18974968,111.2057605,91.95948651,79.35448399,7.055537766,84.90394874,0.043607678,0.034727633,0.027738948,74.84435332,1.193089972,3.600125072,32.43000031,32.43000031,32.43000031,32.43000031,-0.616715267,0.616715267,FALSE,FALSE,FALSE,1.461428642,4.534373761,937947,2715210.94,15,4,11,FALSE,1.543792611,3.235106506,0,FALSE
FFIV,413.051,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,413.051,,,,413.0509949,100,30,25,20,11,10,15,Stage 2,394.5299988,306.517335,10.88264603,390.1905308,368.2841149,325.2990802,315.2836048,12.82142504,46.48236711,57.45473869,42.87972607,7.055537766,50.39920093,0.558864252,0.497664139,0.435330406,27.29100793,5.566745846,4.263679083,413.9899902,413.9899902,413.9899902,413.9899902,-0.226815958,0.226815958,FALSE,FALSE,FALSE,12.30642264,2.979395473,291352,726661.04,6,4,2,FALSE,4.694445581,1.269014986,0,FALSE
FROG,89.53,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,89.53,,,,89.52999878,100,30,25,20,15,7,15,Stage 2,87.58000183,58.55316696,12.07455968,80.05175986,71.37673212,59.71190954,56.98143988,18.12630463,106.5997477,34.00688827,106.3854232,7.055537766,26.9513505,0.121135444,0.092979154,0.081137319,94.85532938,12.06659089,15.16593934,89.87000275,89.87000275,89.87000275,89.87000275,-0.378328649,0.378328649,FALSE,FALSE,FALSE,4.927857535,5.504141184,2749836,3008880.72,7,3,4,FALSE,2.226532208,0.788018613,1,FALSE
GEF-B,92.42,1,Actionable Momentum Candidate,Momentum Candidate,Clean,lower high and lower low | pullback on above-average volume | 2+ bearish hourly candles,REGULAR,92.42,,,,92.41999817,100,30,21,20,15,10,15,Stage 2,93.19999695,82.82833303,8.797593116,86.19154326,84.29714119,80.80486842,78.94279974,3.745381299,8.908788009,22.84991898,31.27840364,7.055537766,15.79438121,0.125045657,0.113238596,0.111481241,0.989336183,7.277999457,8.576122165,94.20999908,94.20999908,94.20999908,94.20999908,-1.900011605,1.900011605,TRUE,TRUE,FALSE,3.527500698,3.816815373,133696,66767.92,8,5,3,FALSE,-0.836908589,0.533011924,2,FALSE
KTCC,4.2,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,4.2,,,,4.199999809,100,30,25,20,15,3,15,Stage 2,4.130000114,3.005000003,3.955258664,3.773007908,3.477699161,3.160371409,3.142725671,6.444029182,56.13381858,63.42412134,48.40989125,7.055537766,56.36858357,0.005682663,0.004594872,0.004405557,44.99263326,8.808288171,11.40583105,4.21999979,4.21999979,4.21999979,4.21999979,-0.473933221,0.473933221,FALSE,FALSE,FALSE,0.294992873,7.023640144,35841,21604.82,14,5,9,FALSE,1.694907818,0.96153758,0,FALSE
KYIV,15.28,1,Actionable Momentum Candidate,Momentum Candidate,Clean,lower high and lower low,REGULAR,15.28,,,,15.27999973,100,30,21,20,15,10,15,Stage 2,14.75,12.62566671,2.033834166,14.20624973,13.51878123,12.71243265,12.52915726,5.614166437,52.03979545,13.26908816,38.28053818,7.055537766,6.21355039,0.020674071,0.018264452,0.018216055,22.62187858,8.987155735,12.1056464,15.43999958,15.43999958,15.43999958,16.47999954,-1.03626847,7.281552443,TRUE,TRUE,FALSE,0.528214387,3.456900496,368175,612203.5,9,2,7,FALSE,3.593218529,0.131058347,1,FALSE
MOG-B,424.2,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,424.2,,,,424.2000122,100,30,25,20,15,10,15,Stage 2,424.2000122,314.6470016,17.50176159,394.4932176,361.9931268,313.2817821,296.7842087,14.34098363,38.31556583,68.75522952,138.3413993,7.055537766,61.69969176,0.573949041,0.47418685,0.408783816,28.23750408,1.971156781,6.177418871,430.5400085,430.5400085,430.5400085,430.5400085,-1.472568452,1.472568452,FALSE,FALSE,FALSE,11.9564318,2.818583558,62,421.24,11,5,6,FALSE,0,2.88E-06,0,FALSE
MTCH,38.23,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,38.23,,,,38.22999954,100,30,21,20,5,10,15,Stage 2,37.16999817,33.29016647,3.257874009,35.75444266,35.24083935,33.99802664,33.77788788,4.306503339,28.54741034,16.23593874,25.67389693,7.055537766,9.180400974,0.051725768,0.048987128,0.04836994,4.442881305,8.484670038,9.572944142,38.50999832,38.93500137,38.93500137,39.20000076,-0.727080736,2.474492862,FALSE,FALSE,FALSE,1.119499751,2.928327923,2300142,3538376.84,1,4,-3,FALSE,2.851766009,0.157195117,0,FALSE
NTCT,42.39,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,42.39,,,,42.38999939,100,30,25,8,15,10,15,Stage 2,41.59000015,32.43433297,14.49701657,40.67318566,38.6767759,33.5726344,32.02724085,16.43136721,33.05084299,52.04447871,68.61575346,7.055537766,44.98894095,0.057354311,0.052466189,0.044330783,21.6910336,5.055764542,2.341866885,43.79999924,43.79999924,43.79999924,43.79999924,-3.21917779,3.21917779,FALSE,FALSE,FALSE,1.417143141,3.343107244,333576,647117.52,11,5,6,FALSE,1.923537471,0.366991304,0,FALSE
OPRA,19.69,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,19.69,,,,19.69000053,100,30,25,20,11,7,15,Stage 2,18.85000038,15.47766679,6.678767283,18.49019365,17.80698454,16.48187826,16.3245153,7.921616105,45.95997678,35.60606001,5.463312553,7.055537766,28.55052224,0.026640869,0.024649276,0.022668523,9.893187111,5.746507232,8.305831703,19.87999916,19.87999916,19.87999916,21.05999947,-0.955727539,6.505218265,FALSE,FALSE,FALSE,0.819999967,4.164550254,377689,449999.78,4,2,2,FALSE,4.456234141,0.229066303,1,FALSE
PANW,329.28,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,329.28,,,,329.2799988,100,30,25,20,15,10,15,Stage 2,304.2000122,197.601,8.063328027,282.7227299,250.2737392,211.9426787,205.830564,14.92261365,123.9695206,75.87864365,62.73599127,7.055537766,68.82310588,0.445520825,0.326727361,0.287386921,87.22173329,14.97206906,17.75981851,332.6400146,332.6400146,332.6400146,332.6400146,-1.010105736,1.010105736,FALSE,FALSE,FALSE,13.07215009,3.969919261,5661122,8078628.44,14,4,10,FALSE,8.244571192,-0.112238776,1,FALSE
PPLI,45.87,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,45.87,,,,45.86999893,100,30,21,20,10,10,15,Stage 2,44.77000046,40.14333331,8.784607747,42.97350444,42.33973383,40.21889341,39.64858681,5.629883766,18.06949996,15.33819061,24.30893505,7.055537766,8.28265284,0.062062803,0.05847049,0.05532799,0.131025964,10.50349503,7.575045939,46.33000183,46.33000183,46.33000183,46.33000183,-0.992883404,0.992883404,FALSE,FALSE,FALSE,1.347358159,2.937340724,527885,1199677.7,9,6,3,FALSE,2.456999024,-0.043583478,1,FALSE
TBRG,26.175,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,26.175,,,,26.17499924,100,30,21,20,11,10,15,Stage 2,26.20000076,21.83166685,9.494115716,26.03056521,24.91268292,22.67724382,22.2543377,11.45853029,86.03411375,18.65367122,10.81709698,7.055537766,11.59813345,0.03541517,0.034981197,0.03094218,12.28833461,0.248941498,0.210560475,26.21999931,26.51000023,26.51000023,26.51000023,-0.171625009,1.263677816,FALSE,FALSE,FALSE,0.049285344,0.188291672,139705,328998.1,2,0,2,FALSE,-0.095425669,-0.038190678,1,FALSE
XYZ,78.495,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,78.495,,,,78.49500275,100,30,21,20,15,10,15,Stage 2,77.81999969,65.51633339,0.617890658,73.34606643,70.88484844,67.92132235,67.78803435,4.084806646,40.21972738,18.84178519,20.55752113,7.055537766,11.78624743,0.106204928,0.09765401,0.09745324,8.518637821,7.424391781,12.90996337,79.01000214,79.01000214,79.01000214,82.5,-0.651815436,4.854542125,FALSE,FALSE,FALSE,3.069641658,3.910620486,3092114,5912318.28,11,4,7,FALSE,0.867390201,0.815569139,0,FALSE
ZD,52.14,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,52.14,,,,52.13999939,100,30,25,20,11,10,15,Stage 2,50.41999817,40.02733301,9.566867258,46.92107435,45.12784001,41.46573679,40.80615125,7.927785427,25.2161387,47.99886479,66.52826662,7.055537766,40.94332703,0.070546209,0.061716054,0.056037096,6.153656165,15.04854312,12.71076801,52.25,52.25,52.25,52.25,-0.210527484,0.210527484,FALSE,FALSE,FALSE,1.957499368,3.754314136,478636,609996.72,5,4,1,FALSE,3.411347249,1.007362395,0,FALSE
FA,17.9,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,17.9,,,,17.89999962,100,22,21,20,15,7,15,Stage 2,17.81999969,13.5986666,3.42239976,16.40350873,15.2379137,14.18990233,14.2713488,4.795145359,60.53811866,16.84073091,8.947043737,7.055537766,9.785193142,0.024218971,0.020490748,0.019834868,40.67452282,10.97334501,8.550635943,18.07500076,18.07500076,18.07500076,18.54999924,-0.968194396,3.504041214,FALSE,FALSE,FALSE,0.771428926,4.309658894,943326,1501982.52,8,4,4,FALSE,0.448933362,-0.389536436,1,FALSE
PUBM,12.99,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,12.99,,,,12.98999977,100,22,25,20,15,7,15,Stage 2,12.64999962,9.071833356,9.959394774,11.58040023,10.75468837,9.701041551,9.741324561,7.738645817,58.60806394,44.17313475,13.54895321,7.055537766,37.11759699,0.017575666,0.014550027,0.012813385,25.96671788,14.95574825,14.44933334,13.13000011,13.13000011,13.13000011,13.88000011,-1.066263078,6.412106167,FALSE,FALSE,FALSE,0.539357049,4.15209437,348325,682830.5,9,5,4,FALSE,2.687748323,-0.421619815,1,FALSE
CSCO,118.03,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,118.03,,,,118.0199966,98,30,25,8,10,10,15,Stage 2,113.7699966,89.50833308,17.16823968,118.4295231,110.3884428,93.3055582,88.65745048,19.60046416,47.67267186,51.26890761,71.1675154,7.055537766,44.21336985,0.159682843,0.148493727,0.12118202,32.5953364,-2.888177546,-2.543354145,130.3699951,130.3699951,130.3699951,130.3699951,-9.47303746,9.47303746,FALSE,FALSE,TRUE,3.806428092,3.225239959,6549980,25063767.6,12,6,6,FALSE,3.735607036,1.785098061,0,FALSE
ITRN,62.3,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,62.3,,,,62.29999924,98,30,25,8,10,10,15,Stage 2,60.66999817,51.85000038,18.43127104,63.11861335,60.59659079,52.86593725,50.29534361,16.4751024,23.26869432,44.04624101,65.47143881,7.055537766,36.99070324,0.084292843,0.082736855,0.06845411,7.692854309,-2.94438874,-6.061520622,68.30000305,68.30000305,68.30000305,68.30000305,-8.784778253,8.784778253,FALSE,FALSE,TRUE,2.085871015,3.34810761,51018,140274.36,10,6,4,FALSE,2.686667409,1.714284469,0,FALSE
MTLS,7.2021,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,7.2021,,,,7.2020998,97,30,12,20,10,10,15,Stage 2,7.070000172,5.657333342,1.011784195,6.637813253,6.214490191,5.805351838,5.765339878,4.525238463,50.04373987,27.9236173,29.76755951,7.055537766,20.86807953,0.00974455,0.008249607,0.008271372,28.76385763,10.97226586,8.139639116,7.210000038,7.210000038,7.210000038,7.210000038,-0.109573343,0.109573343,FALSE,FALSE,FALSE,0.265214239,3.682457147,75483,141815.66,15,7,8,FALSE,1.868452974,1.438026716,0,FALSE
AMD,532.65,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,532.65,,,,532.6500244,95,30,25,8,10,7,15,Stage 2,521.5800171,298.8796677,37.07875718,508.3225976,445.9242278,328.9239741,299.6224496,50.53358205,163.7011782,147.6981218,270.7196907,7.055537766,140.642584,0.72068355,0.602522199,0.388940651,81.72744292,-3.4407085,4.120651482,562.9899902,562.9899902,562.9899902,562.9899902,-5.38907731,5.38907731,FALSE,TRUE,FALSE,36.88107736,6.924073156,16146203,37778696.06,9,6,3,FALSE,2.122398666,5.061250651,0,FALSE
CERS,2.945,1,Actionable Momentum Candidate,Momentum Candidate,Clean,last 3H selling,REGULAR,2.945,,,,2.944999933,95,30,25,8,10,7,15,Stage 2,2.920000076,2.282333322,17.9906942,2.688370095,2.537756533,2.228340866,2.134158138,14.68897342,65.44943711,42.96116578,116.5441105,7.055537766,35.90562801,0.00398463,0.003431804,0.002957462,39.79275183,13.26923236,15.03906246,3.035000086,3.150000095,3.150000095,3.150000095,-2.965408568,6.507941458,FALSE,FALSE,FALSE,0.162500058,5.517828916,896116,2772560.32,11,6,5,FALSE,0.856159462,-1.008402432,1,FALSE
ACLS,174.08,1,Actionable Momentum Candidate,Momentum Candidate,Clean,lower high and lower low,REGULAR,174.08,,,,174.0800018,92,30,25,4,15,3,15,Stage 2,173.2299957,113.4936673,28.6703327,170.3313359,154.5573388,122.5679088,114.7121831,33.06921363,78.81870011,110.2415404,145.4596818,7.055537766,103.1860026,0.235532879,0.213040111,0.15123101,39.15795769,-5.350150302,-3.353316372,193.7799988,193.7799988,193.7799988,193.7799988,-10.16616631,10.16616631,TRUE,TRUE,FALSE,14.25535692,8.188968736,313992,696429.84,11,4,7,FALSE,0.49068067,3.894249315,0,FALSE
SLAB,219,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,219,,,,219,92,30,12,20,5,10,15,Stage 2,218.4199982,190.487,18.50726656,218.558325,215.4624421,193.076243,183.9501875,13.50404209,6.346820662,62.61973935,47.34575308,7.055537766,55.56420158,0.296310317,0.295973002,0.249975108,-2.059030468,-0.354899801,-0.23233316,220.8999939,220.8999939,220.8999939,220.8999939,-0.860114961,0.860114961,TRUE,FALSE,FALSE,1.876429967,0.856817336,129603,462476.06,0,0,0,FALSE,0.265544289,0.247181758,1,FALSE
HLIT,15.56,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,15.56,,,,15.56000042,91,30,25,4,10,7,15,Stage 2,14.89999962,11.14966672,12.18849607,14.6407112,13.53211536,11.71300267,11.38208347,14.39256703,65.88486386,56.06820464,65.18047021,7.055537766,49.01266688,0.021052916,0.018155976,0.015611116,44.54000243,4.010697727,4.219692576,16.37999916,17.68000031,17.68000031,17.68000031,-5.006097577,11.99094937,FALSE,FALSE,FALSE,0.782785688,5.030756215,1435731,3294870.62,11,7,4,FALSE,4.429535691,3.664225066,0,FALSE
NTAP,154.66,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,154.66,,,,154.6600037,91,30,25,4,10,7,15,Stage 2,152.4499969,116.4079994,8.240865564,155.3866323,141.6616121,122.6092792,119.387096,12.67526944,51.12371428,40.52335734,47.64678154,7.055537766,33.46781958,0.209257327,0.186029225,0.167242604,41.61602067,-2.305599111,-4.300474551,186.5299988,192.8300018,192.8300018,192.8300018,-17.08572097,19.79463663,FALSE,FALSE,TRUE,6.5171378,4.213848213,606673,3210805.46,9,6,3,FALSE,1.449660058,0.343864765,0,FALSE
TIGO,90.96,1,Actionable Momentum Candidate,Momentum Candidate,Clean,2+ bearish hourly candles,REGULAR,90.96,,,,90.95999908,91,30,25,8,6,7,15,Stage 2,89.26000214,71.74466642,20.09619526,87.51189877,84.34309084,72.74868812,68.01477627,19.57307936,20.74870154,68.22637248,152.5263685,7.055537766,61.17083471,0.123070256,0.115445804,0.093846304,5.489215899,6.572935806,-2.996691542,94.73000336,94.73000336,94.73000336,94.73000336,-3.979736239,3.979736239,FALSE,FALSE,FALSE,3.820428031,4.20011881,583401,1805452.02,8,6,2,FALSE,1.904545045,-0.774516307,2,FALSE
CVV,6.99,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,6.99,,,,6.989999771,88,30,25,4,11,3,15,Stage 2,6.519999981,4.799333334,26.30932539,6.719581787,6.247380123,5.149901644,4.855370127,27.85554637,40.36144065,132.9999924,141.8684954,7.055537766,125.9444546,0.009457576,0.008782006,0.006421416,46.16745079,-11.18170429,2.492662686,8.199999809,8.460000038,8.460000038,8.460000038,-14.75609837,17.3758896,FALSE,FALSE,FALSE,0.625,8.941345071,24098,166127.96,2,1,1,FALSE,7.20858576,7.044403469,1,FALSE
RFIL,20.937,1,Actionable Momentum Candidate,Momentum Candidate,Clean,last 3H selling,REGULAR,20.937,,,,20.84499931,88,30,25,8,10,0,15,Stage 2,21.43000031,11.99400007,38.14789221,18.93768796,17.03108798,13.11252753,11.95058702,40.60015833,85.78430318,246.2624482,270.9074686,7.055537766,239.2069104,0.0282036,0.023107674,0.015431671,42.16477694,-3.046514822,11.17332967,22.29999924,22.29999924,22.29999924,22.29999924,-6.524663558,6.524663558,FALSE,FALSE,FALSE,2.250000068,10.79395607,157870,295827.4,10,7,3,FALSE,-2.729822601,-1.356890938,1,FALSE
MPTI,96.1,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,96.1,,,,96.09999847,85,30,25,8,0,7,15,Stage 2,93.52999878,69.17933324,17.77410828,92.08479656,84.53267952,71.18967654,67.44662594,18.00349224,39.21483438,90.52339629,133.026175,7.055537766,83.46785853,0.130024753,0.110916647,0.092309803,39.03255281,0.670437247,-2.545382944,102,102,102,102,-5.784315221,5.784315221,FALSE,FALSE,FALSE,6.259784698,6.513823931,106403,109600.06,6,7,-1,FALSE,2.74778117,0.628270654,0,FALSE
SVCO,12.01,1,Actionable Momentum Candidate,Momentum Candidate,Clean,,REGULAR,12.01,,,,12.00500011,85,30,25,4,11,0,15,Stage 2,11.96000004,6.973666676,38.27494978,11.87835501,10.66942305,8.088399369,7.639953552,40.93005755,73.9855065,176.6128961,137.2529694,7.055537766,169.5573584,0.016242947,0.014864845,0.009284498,35.03585668,-9.053028122,-1.355792611,14.14000034,14.14000034,14.14000034,14.14000034,-15.09901115,15.09901115,FALSE,TRUE,FALSE,1.273285866,10.60629616,212625,542702.5,7,5,2,FALSE,0.376254817,0.797651287,0,FALSE
UHAL-B,58.94,1,Actionable Momentum Candidate,Momentum Candidate,Clean,2+ bearish hourly candles,REGULAR,58.94,,,,58.93999863,85,17,8,20,15,10,15,Stage 2,58.77000046,48.54666659,1.253501876,54.58894136,51.40595084,49.68313066,50.12550662,0.936110425,37.51749367,23.92766385,8.047661688,7.055537766,16.87212608,0.079746711,0.068575036,0.070631111,17.10982919,6.370689025,6.389886288,59.29999924,59.29999924,59.29999924,59.29999924,-0.607083668,0.607083668,FALSE,FALSE,FALSE,1.475950514,2.504157699,179399,454000.02,12,4,8,FALSE,0.289260112,-0.169380568,2,FALSE
BWEN,4.66,2,Watchlist Candidate,Watchlist Candidate,Clean,,REGULAR,4.66,,,,4.659999847,84,30,25,4,10,0,15,Stage 2,4.340000153,2.996333337,17.01379873,4.312130307,3.734761049,3.061466244,2.916161618,19.6767017,136.5482122,47.93649861,145.2631529,7.055537766,40.88096085,0.00630505,0.00480846,0.004052361,97.50006494,-7.539684867,11.48325452,5.400000095,5.400000095,5.400000095,5.400000095,-13.70370805,13.70370805,FALSE,FALSE,FALSE,0.522614309,11.2148997,202447,1037286.94,12,6,6,FALSE,7.373264598,7.641136294,0,FALSE
NBIS,258.69,2,Watchlist Candidate,Watchlist Candidate,Clean,,REGULAR,258.69,,,,258.6900024,84,30,25,4,10,0,15,Stage 2,240.3000031,139.1870008,32.82554181,248.1858366,215.2084031,156.3976142,140.5054976,53.16845557,156.585998,183.8692091,391.8061026,7.055537766,176.8136713,0.350011491,0.284971454,0.186880016,48.53578019,-8.786708578,11.33155524,299.8599854,299.8599854,299.8599854,299.8599854,-13.72973552,13.72973552,FALSE,FALSE,FALSE,27.00585502,10.43946606,9877798,17380999.96,10,6,4,FALSE,7.652933482,3.579998228,0,FALSE
WDC,648.71,2,Watchlist Candidate,Watchlist Candidate,Clean,,REGULAR,648.71,,,,648.710022,84,30,25,4,10,0,15,Stage 2,586.4500122,341.6926646,59.83926867,612.4790754,527.948828,372.2263213,327.0102794,67.02523617,135.6032653,261.2775845,921.4297577,7.055537766,254.2220468,0.877714485,0.701356045,0.40273091,70.27208867,-11.45341019,15.23813448,799.8699951,799.8699951,799.8699951,799.8699951,-18.89806769,18.89806769,FALSE,FALSE,FALSE,67.14355905,10.35031937,7213164,8548793.28,11,6,5,FALSE,10.61642228,4.028286861,0,FALSE
IDT,57.91,2,Watchlist Candidate,Watchlist Candidate,Clean,,REGULAR,57.91,,,,57.90999985,84,25,8,16,10,10,15,Stage 2,57.34000015,51.19566663,2.013882209,54.98508755,53.60899003,52.41682916,52.3419618,1.694123415,22.12147213,12.70922274,-13.81158246,7.055537766,5.653684974,0.078353107,0.072772348,0.074986766,7.230814041,10.76893879,6.004024739,58.43999863,58.43999863,58.43999863,71.12000275,-0.906911006,18.57424408,FALSE,FALSE,FALSE,1.959285464,3.383328387,89993,175477.86,12,6,6,FALSE,0.994069922,1.294388144,0,FALSE
CRDO,245.795,2,Watchlist Candidate,Watchlist Candidate,Clean,lower high and lower low,REGULAR,245.795,,,,245.7949982,80,30,25,0,10,0,15,Stage 2,238,158.5694997,15.24923336,245.7887659,214.4553651,169.6500116,157.9196073,31.77460532,158.0795923,63.65603181,158.5954658,7.055537766,56.60049404,0.332564355,0.288385731,0.226121861,46.82382637,-18.75082405,-1.999521326,308.6700134,308.6700134,308.6700134,308.6700134,-20.36965449,20.36965449,TRUE,TRUE,FALSE,29.65913718,12.06661543,6054490,8581069.8,15,7,8,FALSE,3.275209315,6.11535336,0,FALSE
QXL,5.64,2,Watchlist Candidate,Watchlist Candidate,Clean,,REGULAR,5.64,,,,5.639999866,80,30,25,0,10,0,15,Stage 2,5.690000057,2.604723326,24.63526611,5.289543542,4.335305293,3.28040658,3.218158018,27.49903174,187.7550896,408.1080895,76.80250048,7.055537766,401.0525518,0.007631005,0.005611198,0.003761609,136.9190687,-17.66423438,21.68283901,7.699999809,7.699999809,7.699999809,7.699999809,-26.75324667,26.75324667,FALSE,FALSE,FALSE,0.799178498,14.16983186,42368,119949.36,12,6,6,FALSE,-0.878737965,2.545452118,1,FALSE
FATN,6.455,2,Watchlist Candidate,Watchlist Candidate,Clean,,REGULAR,6.455,,,,6.454999924,80,22,25,0,15,3,15,Stage 2,6.039999962,2.980000015,6.188384335,5.744768035,4.864411905,4.073739927,4.395205641,6.34490568,177.0386324,164.549171,-15.62091708,7.055537766,157.4936332,0.008733713,0.006217988,0.004993401,187.7040498,13.64436829,6.694210251,8.387999535,8.607000351,8.607000351,10.89999962,-23.04482258,40.77981514,FALSE,FALSE,FALSE,0.635714293,9.84840124,144877,1428713.54,4,0,4,FALSE,6.870860339,5.15597783,0,FALSE
UIS,3.63,2,Watchlist Candidate,Watchlist Candidate,Clean,,REGULAR,3.63,,,,3.630000114,79,22,25,0,10,7,15,Stage 2,3.589999914,2.827000006,1.193175324,3.654069089,3.382498089,3.134633158,3.232361677,3.551191579,79.70297766,29.18150137,-21.25813429,7.055537766,22.1259636,0.004911445,0.004535403,0.004334407,40.08798398,4.310347544,-5.714280406,4.980000019,4.980000019,4.980000019,4.980000019,-27.10843172,27.10843172,FALSE,FALSE,TRUE,0.229285734,6.316411207,834094,948141.88,11,7,4,FALSE,1.114211733,-0.954975383,1,FALSE
DOCN,148.04,2,Watchlist Candidate,Watchlist Candidate,Clean,below EMA20 with deep 20D-high pullback,REGULAR,148.04,,,,148.0399933,78,30,25,0,5,3,15,Stage 2,139.2799988,91.00199979,64.37529701,159.1299513,144.6473575,102.7452153,91.37390018,69.44082653,81.82264384,201.0778906,430.9899489,7.055537766,194.0223528,0.200300353,0.198053048,0.109398608,58.93106393,-10.94803393,-13.14246001,187.5,187.5,187.5,187.5,-21.04533691,21.04533691,FALSE,FALSE,TRUE,13.88157,9.376905315,2544327,3670898.54,4,4,0,FALSE,6.289484911,3.351010618,0,FALSE
FIRY,10.3,2,Watchlist Candidate,Watchlist Candidate,Clean,,REGULAR,10.3,,,,10.30000019,78,30,25,0,5,3,15,Stage 2,9.520000458,5.293666681,10.12412517,8.795835303,7.687956435,6.194996122,6.058112657,25.61007202,330.9623322,117.2995926,51.24816854,7.055537766,110.2440548,0.013936056,0.01058442,0.008188192,152.0199116,21.31920457,19.35110144,10.36999989,20,20,20,-0.675021173,48.49999905,FALSE,FALSE,FALSE,0.862499884,8.373785128,103650,1553507,3,4,-1,FALSE,8.193274112,3.466638642,1,FALSE
INGM,27.8,2,Watchlist Candidate,Watchlist Candidate,Clean,2+ bearish hourly candles,REGULAR,27.8,,,,27.79999924,78,30,8,4,11,10,15,Stage 2,27.53000069,24.35866655,10.07908479,28.3457616,27.73774563,25.22540638,24.50504851,11.3743385,24.66367797,24.99999786,33.91136286,7.055537766,17.94446009,0.03761382,0.038646418,0.034083033,-10.50487576,-1.801484417,-6.554624413,31.69000053,31.69000053,31.69000053,31.69000053,-12.27516955,12.27516955,FALSE,FALSE,TRUE,1.08457143,3.901336185,525943,1585796.86,5,3,2,FALSE,0.980742985,-0.358424311,2,FALSE
TSEM,252.67,2,Watchlist Candidate,Watchlist Candidate,Clean,below EMA20 with deep 20D-high pullback,REGULAR,252.67,,,,252.6699982,78,30,25,0,5,3,15,Stage 2,249.9100037,176.8579997,44.93983306,265.0019875,244.9307274,185.8239594,166.52893,48.39306485,46.96952121,106.3117463,476.872152,7.055537766,99.2562085,0.341866334,0.33580597,0.213634256,11.6991492,-20.25564358,-3.89852987,319.9400024,319.9400024,319.9400024,319.9400024,-21.02581852,21.02581852,FALSE,TRUE,TRUE,24.66714587,9.762593915,945380,2259753.6,4,5,-1,FALSE,1.104395369,3.443054062,0,FALSE
